,Datetime,Open,High,Low,Close,Volume,Date,Time,Day,Day of Week,Month,Year
15,2023-12-06 15:30:00,46.44599914550781,46.62699890136719,46.35799789428711,46.4073486328125,4046640,2023-12-06,15:30:00,6,2,12,2023
16,2023-12-06 16:30:00,46.40349960327149,46.47100067138672,46.2130012512207,46.37000274658203,3638041,2023-12-06,16:30:00,6,2,12,2023
17,2023-12-06 17:30:00,46.37000274658203,46.382999420166016,45.880638122558594,45.93550109863281,4095400,2023-12-06,17:30:00,6,2,12,2023
18,2023-12-06 18:30:00,45.939002990722656,46.016510009765625,45.71105194091797,45.804500579833984,3986907,2023-12-06,18:30:00,6,2,12,2023
19,2023-12-06 19:30:00,45.80500030517578,45.92399978637695,45.571998596191406,45.672142028808594,3785887,2023-12-06,19:30:00,6,2,12,2023
20,2023-12-06 20:30:00,45.670997619628906,45.77799224853516,45.4119987487793,45.5,3727038,2023-12-06,20:30:00,6,2,12,2023
21,2023-12-07 14:30:00,45.70000076293945,46.24699020385742,45.604000091552734,46.14599990844727,10538841,2023-12-07,14:30:00,7,3,12,2023
22,2023-12-07 15:30:00,46.14599990844727,46.4370002746582,46.02199935913086,46.17350006103516,4905713,2023-12-07,15:30:00,7,3,12,2023
23,2023-12-07 16:30:00,46.17699813842773,46.42900085449219,46.17012023925781,46.41299057006836,3181588,2023-12-07,16:30:00,7,3,12,2023
24,2023-12-07 17:30:00,46.41300201416016,46.51000213623047,46.25000762939453,46.35100173950195,3185477,2023-12-07,17:30:00,7,3,12,2023
25,2023-12-07 18:30:00,46.3506088256836,46.525001525878906,46.292999267578125,46.4840087890625,2794570,2023-12-07,18:30:00,7,3,12,2023
26,2023-12-07 19:30:00,46.4890022277832,46.49596786499024,46.35599899291992,46.42000198364258,2865516,2023-12-07,19:30:00,7,3,12,2023
27,2023-12-07 20:30:00,46.42499923706055,46.62900161743164,46.39699935913086,46.59799957275391,3007393,2023-12-07,20:30:00,7,3,12,2023
28,2023-12-08 14:30:00,46.595001220703125,47.65398788452149,46.54999923706055,47.56385040283203,11902596,2023-12-08,14:30:00,8,4,12,2023
29,2023-12-08 15:30:00,47.56800079345703,47.74085235595703,47.3390007019043,47.58234024047852,6023467,2023-12-08,15:30:00,8,4,12,2023
30,2023-12-08 16:30:00,47.58699798583984,47.59999847412109,47.16300201416016,47.45119094848633,4243006,2023-12-08,16:30:00,8,4,12,2023
31,2023-12-08 17:30:00,47.45050048828125,47.632999420166016,47.36299896240234,47.571998596191406,2907625,2023-12-08,17:30:00,8,4,12,2023
32,2023-12-08 18:30:00,47.571998596191406,47.698001861572266,47.47800064086914,47.676002502441406,2297571,2023-12-08,18:30:00,8,4,12,2023
33,2023-12-08 19:30:00,47.67900085449219,47.68399810791016,47.42699813842773,47.51350021362305,3191397,2023-12-08,19:30:00,8,4,12,2023
34,2023-12-08 20:30:00,47.51000213623047,47.53900146484375,47.45716857910156,47.507999420166016,2915504,2023-12-08,20:30:00,8,4,12,2023
35,2023-12-11 14:30:00,47.125,47.16699981689453,46.218727111816406,46.26000213623047,13709792,2023-12-11,14:30:00,11,0,12,2023
36,2023-12-11 15:30:00,46.26599884033203,46.57559967041016,45.85900115966797,46.02799987792969,9081247,2023-12-11,15:30:00,11,0,12,2023
37,2023-12-11 16:30:00,46.02899932861328,46.25,45.82999801635742,46.2239990234375,5742627,2023-12-11,16:30:00,11,0,12,2023
38,2023-12-11 17:30:00,46.22499847412109,46.60300064086914,45.5880012512207,46.54750061035156,4914916,2023-12-11,17:30:00,11,0,12,2023
39,2023-12-11 18:30:00,46.54549789428711,46.95899963378906,46.510009765625,46.827030181884766,5675205,2023-12-11,18:30:00,11,0,12,2023
40,2023-12-11 19:30:00,46.82550048828125,46.920997619628906,46.5260009765625,46.54249954223633,3959483,2023-12-11,19:30:00,11,0,12,2023
41,2023-12-11 20:30:00,46.54500198364258,46.6510009765625,46.48999786376953,46.63800048828125,3370854,2023-12-11,20:30:00,11,0,12,2023
42,2023-12-12 14:30:00,46.045997619628906,47.420997619628906,46.045997619628906,47.00600051879883,12698128,2023-12-12,14:30:00,12,1,12,2023
43,2023-12-12 15:30:00,47.00749969482422,47.29999923706055,46.80500030517578,47.07024002075195,6159484,2023-12-12,15:30:00,12,1,12,2023
44,2023-12-12 16:30:00,47.070499420166016,47.243499755859375,46.86100006103516,46.88799285888672,3561986,2023-12-12,16:30:00,12,1,12,2023
45,2023-12-12 17:30:00,46.87483978271485,47.02898788452149,46.83399963378906,46.94350051879883,2206738,2023-12-12,17:30:00,12,1,12,2023
46,2023-12-12 18:30:00,46.94400024414063,47.25600051879883,46.90700149536133,47.24700164794922,2767515,2023-12-12,18:30:00,12,1,12,2023
47,2023-12-12 19:30:00,47.24610900878906,47.53499984741211,47.24599838256836,47.47699737548828,4314702,2023-12-12,19:30:00,12,1,12,2023
48,2023-12-12 20:30:00,47.47299957275391,47.66600036621094,47.435089111328125,47.65837860107422,2961647,2023-12-12,20:30:00,12,1,12,2023
49,2023-12-13 14:30:00,47.62900161743164,48.59400177001953,47.60799789428711,48.34049987792969,12989270,2023-12-13,14:30:00,13,2,12,2023
50,2023-12-13 15:30:00,48.34049987792969,48.448001861572266,48.10700225830078,48.275001525878906,5802459,2023-12-13,15:30:00,13,2,12,2023
51,2023-12-13 16:30:00,48.28049850463867,48.2869987487793,48.01599884033203,48.13500213623047,3208884,2023-12-13,16:30:00,13,2,12,2023
52,2023-12-13 17:30:00,48.1359977722168,48.14299011230469,47.801002502441406,47.86600112915039,3274421,2023-12-13,17:30:00,13,2,12,2023
53,2023-12-13 18:30:00,47.86600112915039,48.53200149536133,47.845001220703125,48.31999969482422,5477655,2023-12-13,18:30:00,13,2,12,2023
54,2023-12-13 19:30:00,48.31499862670898,48.5,47.77999877929688,47.98299789428711,7019288,2023-12-13,19:30:00,13,2,12,2023
55,2023-12-13 20:30:00,47.98250198364258,48.12699890136719,47.928001403808594,48.09000015258789,2919304,2023-12-13,20:30:00,13,2,12,2023
56,2023-12-14 14:30:00,48.47499847412109,48.67000198364258,48.00199890136719,48.13399887084961,11226465,2023-12-14,14:30:00,14,3,12,2023
57,2023-12-14 15:30:00,48.13500213623047,48.424991607666016,47.88899993896485,48.20738983154297,5984725,2023-12-14,15:30:00,14,3,12,2023
58,2023-12-14 16:30:00,48.20750045776367,48.29999923706055,48.040000915527344,48.22998809814453,2762631,2023-12-14,16:30:00,14,3,12,2023
59,2023-12-14 17:30:00,48.22299957275391,48.22998809814453,47.422000885009766,47.5629997253418,4671559,2023-12-14,17:30:00,14,3,12,2023
60,2023-12-14 18:30:00,47.56600189208984,48.03499984741211,47.45800018310547,48.03350067138672,4586744,2023-12-14,18:30:00,14,3,12,2023
61,2023-12-14 19:30:00,48.03200149536133,48.20000076293945,47.93001174926758,48.12000274658203,3586570,2023-12-14,19:30:00,14,3,12,2023
62,2023-12-14 20:30:00,48.11101150512695,48.34999847412109,48.11101150512695,48.34999847412109,3089453,2023-12-14,20:30:00,14,3,12,2023
63,2023-12-15 14:30:00,48.400001525878906,49.29199981689453,48.382999420166016,49.27300262451172,14546765,2023-12-15,14:30:00,15,4,12,2023
64,2023-12-15 15:30:00,49.275001525878906,49.40399932861328,48.99300003051758,49.13100051879883,6663584,2023-12-15,15:30:00,15,4,12,2023
65,2023-12-15 16:30:00,49.13399887084961,49.176002502441406,48.86478042602539,49.08753967285156,4023108,2023-12-15,16:30:00,15,4,12,2023
66,2023-12-15 17:30:00,49.09299850463867,49.2140007019043,48.84999847412109,49.2140007019043,4270837,2023-12-15,17:30:00,15,4,12,2023
67,2023-12-15 18:30:00,49.2140007019043,49.292999267578125,48.874000549316406,48.97200012207031,4106034,2023-12-15,18:30:00,15,4,12,2023
68,2023-12-15 19:30:00,48.970001220703125,49.09000015258789,48.906009674072266,48.96500015258789,2878087,2023-12-15,19:30:00,15,4,12,2023
69,2023-12-15 20:30:00,48.96500015258789,49.06600189208984,48.88399887084961,48.94400024414063,3527076,2023-12-15,20:30:00,15,4,12,2023
70,2023-12-18 14:30:00,49.400001525878906,49.98400115966797,49.150001525878906,49.97299957275391,11562338,2023-12-18,14:30:00,18,0,12,2023
71,2023-12-18 15:30:00,49.97299957275391,50.0,49.63800048828125,49.79500198364258,5422062,2023-12-18,15:30:00,18,0,12,2023
72,2023-12-18 16:30:00,49.79100036621094,50.0,49.720008850097656,49.81949996948242,3641837,2023-12-18,16:30:00,18,0,12,2023
73,2023-12-18 17:30:00,49.820430755615234,49.96599960327149,49.810001373291016,49.92000198364258,2638014,2023-12-18,17:30:00,18,0,12,2023
74,2023-12-18 18:30:00,49.92399978637695,50.31700134277344,49.89299774169922,50.275001525878906,6460840,2023-12-18,18:30:00,18,0,12,2023
75,2023-12-18 19:30:00,50.275001525878906,50.400001525878906,50.16899871826172,50.39400100708008,4677134,2023-12-18,19:30:00,18,0,12,2023
76,2023-12-18 20:30:00,50.400001525878906,50.43299102783203,50.0629997253418,50.08100128173828,4181888,2023-12-18,20:30:00,18,0,12,2023
77,2023-12-19 14:30:00,49.42399978637695,49.70000076293945,48.89500045776367,49.54999923706055,16121742,2023-12-19,14:30:00,19,1,12,2023
78,2023-12-19 15:30:00,49.55398941040039,49.60499954223633,48.928001403808594,49.13750076293945,7464012,2023-12-19,15:30:00,19,1,12,2023
79,2023-12-19 16:30:00,49.137001037597656,49.38100051879883,49.060001373291016,49.30199813842773,5191909,2023-12-19,16:30:00,19,1,12,2023
80,2023-12-19 17:30:00,49.296180725097656,49.39299774169922,49.07500076293945,49.16300201416016,3461659,2023-12-19,17:30:00,19,1,12,2023
81,2023-12-19 18:30:00,49.16400146484375,49.4630012512207,49.132999420166016,49.4630012512207,4898897,2023-12-19,18:30:00,19,1,12,2023
82,2023-12-19 19:30:00,49.45899963378906,49.584999084472656,49.41600036621094,49.5,4203261,2023-12-19,19:30:00,19,1,12,2023
83,2023-12-19 20:30:00,49.499000549316406,49.617000579833984,49.43999862670898,49.61289978027344,2999202,2023-12-19,20:30:00,19,1,12,2023
84,2023-12-20 14:30:00,49.65499877929688,49.999000549316406,49.4630012512207,49.74399948120117,9603459,2023-12-20,14:30:00,20,2,12,2023
85,2023-12-20 15:30:00,49.74399948120117,49.93299865722656,49.68000030517578,49.8120002746582,4122935,2023-12-20,15:30:00,20,2,12,2023
86,2023-12-20 16:30:00,49.81050109863281,49.875,49.73400115966797,49.77899932861328,2433495,2023-12-20,16:30:00,20,2,12,2023
87,2023-12-20 17:30:00,49.7765007019043,49.86499786376953,49.60799789428711,49.84099960327149,2574699,2023-12-20,17:30:00,20,2,12,2023
88,2023-12-20 18:30:00,49.84400177001953,49.86800003051758,49.46500778198242,49.47837066650391,2577280,2023-12-20,18:30:00,20,2,12,2023
89,2023-12-20 19:30:00,49.48499298095703,49.48499298095703,48.2609977722168,48.36299896240234,10167353,2023-12-20,19:30:00,20,2,12,2023
90,2023-12-20 20:30:00,48.37200164794922,48.49800109863281,48.09799957275391,48.11000061035156,4825415,2023-12-20,20:30:00,20,2,12,2023
91,2023-12-21 14:30:00,48.810997009277344,49.095001220703125,48.50400161743164,48.64200210571289,9640243,2023-12-21,14:30:00,21,3,12,2023
92,2023-12-21 15:30:00,48.6510009765625,48.775001525878906,48.56999969482422,48.7130012512207,3433450,2023-12-21,15:30:00,21,3,12,2023
93,2023-12-21 16:30:00,48.71500015258789,48.935997009277344,48.59299850463867,48.65499877929688,3342133,2023-12-21,16:30:00,21,3,12,2023
94,2023-12-21 17:30:00,48.650001525878906,48.75600051879883,48.41899871826172,48.55500030517578,3139968,2023-12-21,17:30:00,21,3,12,2023
95,2023-12-21 18:30:00,48.56800079345703,48.625,48.46700286865234,48.61199951171875,2950860,2023-12-21,18:30:00,21,3,12,2023
96,2023-12-21 19:30:00,48.6140022277832,48.92000198364258,48.57950210571289,48.91600036621094,3207962,2023-12-21,19:30:00,21,3,12,2023
97,2023-12-21 20:30:00,48.91899871826172,49.045989990234375,48.87300109863281,48.99700164794922,2931673,2023-12-21,20:30:00,21,3,12,2023
98,2023-12-22 14:30:00,49.19499969482422,49.382999420166016,49.00199890136719,49.2140007019043,6970989,2023-12-22,14:30:00,22,4,12,2023
99,2023-12-22 15:30:00,49.21599960327149,49.31214904785156,48.917999267578125,49.04500198364258,3893376,2023-12-22,15:30:00,22,4,12,2023
100,2023-12-22 16:30:00,49.04199981689453,49.14800262451172,48.84799957275391,48.95698928833008,2965818,2023-12-22,16:30:00,22,4,12,2023
101,2023-12-22 17:30:00,48.95299911499024,49.04500198364258,48.900001525878906,49.02799987792969,1790558,2023-12-22,17:30:00,22,4,12,2023
102,2023-12-22 18:30:00,49.0260009765625,49.08399963378906,48.46700286865234,48.57912826538086,3274642,2023-12-22,18:30:00,22,4,12,2023
103,2023-12-22 19:30:00,48.57099914550781,48.84299850463867,48.48799896240234,48.8120002746582,3110960,2023-12-22,19:30:00,22,4,12,2023
104,2023-12-22 20:30:00,48.8134994506836,48.834999084472656,48.66400146484375,48.82699966430664,1909037,2023-12-22,20:30:00,22,4,12,2023
105,2023-12-26 14:30:00,48.96799850463867,49.59999847412109,48.95000076293945,49.38557052612305,7720193,2023-12-26,14:30:00,26,1,12,2023
106,2023-12-26 15:30:00,49.402000427246094,49.48299789428711,49.19750213623047,49.32500076293945,3541279,2023-12-26,15:30:00,26,1,12,2023
107,2023-12-26 16:30:00,49.32500076293945,49.48198699951172,49.26499938964844,49.35062026977539,2851784,2023-12-26,16:30:00,26,1,12,2023
108,2023-12-26 17:30:00,49.35079956054688,49.39699935913086,49.31499862670898,49.349388122558594,1793762,2023-12-26,17:30:00,26,1,12,2023
109,2023-12-26 18:30:00,49.35100173950195,49.39299011230469,49.301002502441406,49.3341178894043,1517037,2023-12-26,18:30:00,26,1,12,2023
110,2023-12-26 19:30:00,49.334999084472656,49.48699951171875,49.31499862670898,49.45199966430664,2446308,2023-12-26,19:30:00,26,1,12,2023
111,2023-12-26 20:30:00,49.45199966430664,49.47853088378906,49.26499938964844,49.28099822998047,2101547,2023-12-26,20:30:00,26,1,12,2023
112,2023-12-27 14:30:00,49.5109977722168,49.68000030517578,49.084999084472656,49.1984977722168,7250328,2023-12-27,14:30:00,27,2,12,2023
113,2023-12-27 15:30:00,49.20199966430664,49.36299896240234,49.11600875854492,49.36227035522461,3679850,2023-12-27,15:30:00,27,2,12,2023
114,2023-12-27 16:30:00,49.36100006103516,49.46199798583984,49.35060119628906,49.40299987792969,2274030,2023-12-27,16:30:00,27,2,12,2023
115,2023-12-27 17:30:00,49.40900039672852,49.49671173095703,49.35499954223633,49.426002502441406,2089201,2023-12-27,17:30:00,27,2,12,2023
116,2023-12-27 18:30:00,49.42699813842773,49.507999420166016,49.282752990722656,49.41300964355469,2495820,2023-12-27,18:30:00,27,2,12,2023
117,2023-12-27 19:30:00,49.417999267578125,49.42499923706055,49.29999923706055,49.3738899230957,1984735,2023-12-27,19:30:00,27,2,12,2023
118,2023-12-27 20:30:00,49.37799072265625,49.435001373291016,49.323001861572266,49.420997619628906,1888260,2023-12-27,20:30:00,27,2,12,2023
119,2023-12-28 14:30:00,49.64299774169922,49.77199935913086,49.4119987487793,49.60300064086914,6805274,2023-12-28,14:30:00,28,3,12,2023
120,2023-12-28 15:30:00,49.604000091552734,49.8489990234375,49.59799957275391,49.65903854370117,4976212,2023-12-28,15:30:00,28,3,12,2023
121,2023-12-28 16:30:00,49.665000915527344,49.73500061035156,49.56909942626953,49.72299957275391,2344819,2023-12-28,16:30:00,28,3,12,2023
122,2023-12-28 17:30:00,49.72499847412109,49.88399124145508,49.637001037597656,49.762001037597656,3340363,2023-12-28,17:30:00,28,3,12,2023
123,2023-12-28 18:30:00,49.76226043701172,49.79999923706055,49.61899948120117,49.62604141235352,1468867,2023-12-28,18:30:00,28,3,12,2023
124,2023-12-28 19:30:00,49.62749862670898,49.65908050537109,49.470001220703125,49.52436065673828,2252697,2023-12-28,19:30:00,28,3,12,2023
125,2023-12-28 20:30:00,49.52450942993164,49.70600128173828,49.47499847412109,49.52000045776367,2122508,2023-12-28,20:30:00,28,3,12,2023
126,2023-12-29 14:30:00,49.8129997253418,49.99700164794922,49.73101043701172,49.8380012512207,7306253,2023-12-29,14:30:00,29,4,12,2023
127,2023-12-29 15:30:00,49.834999084472656,49.85700225830078,48.7509994506836,48.8120002746582,7641985,2023-12-29,15:30:00,29,4,12,2023
128,2023-12-29 16:30:00,48.80799865722656,49.14699935913086,48.790000915527344,48.98999786376953,4069694,2023-12-29,16:30:00,29,4,12,2023
129,2023-12-29 17:30:00,48.98699951171875,49.44200134277344,48.96868133544922,49.422828674316406,3787407,2023-12-29,17:30:00,29,4,12,2023
130,2023-12-29 18:30:00,49.42499923706055,49.92300033569336,49.4119987487793,49.78949737548828,5876346,2023-12-29,18:30:00,29,4,12,2023
131,2023-12-29 19:30:00,49.78680038452149,49.95000076293945,49.69300079345703,49.73400115966797,4808428,2023-12-29,19:30:00,29,4,12,2023
132,2023-12-29 20:30:00,49.73299789428711,49.77000045776367,49.44599914550781,49.5260009765625,3286870,2023-12-29,20:30:00,29,4,12,2023
133,2024-01-02 14:30:00,49.125,49.26650238037109,47.595001220703125,47.66699981689453,14594455,2024-01-02,14:30:00,2,1,1,2024
134,2024-01-02 15:30:00,47.670989990234375,48.12200164794922,47.60100173950195,48.11602020263672,5739769,2024-01-02,15:30:00,2,1,1,2024
135,2024-01-02 16:30:00,48.11750030517578,48.26300048828125,48.040000915527344,48.10852813720703,4327283,2024-01-02,16:30:00,2,1,1,2024
136,2024-01-02 17:30:00,48.11594772338867,48.34799957275391,47.87999725341797,48.185997009277344,4118649,2024-01-02,17:30:00,2,1,1,2024
137,2024-01-02 18:30:00,48.17900848388672,48.23999786376953,48.00490188598633,48.1879997253418,2905160,2024-01-02,18:30:00,2,1,1,2024
138,2024-01-02 19:30:00,48.18000030517578,48.23460006713867,47.820011138916016,47.88399887084961,3329151,2024-01-02,19:30:00,2,1,1,2024
139,2024-01-02 20:30:00,47.8859977722168,48.20800018310547,47.777000427246094,48.185001373291016,3450485,2024-01-02,20:30:00,2,1,1,2024
140,2024-01-03 14:30:00,47.45000076293945,48.18410110473633,47.31999969482422,47.49448776245117,10998649,2024-01-03,14:30:00,3,2,1,2024
141,2024-01-03 15:30:00,47.490501403808594,47.926002502441406,47.34799957275391,47.751502990722656,4999551,2024-01-03,15:30:00,3,2,1,2024
142,2024-01-03 16:30:00,47.75040054321289,47.83699035644531,47.65399932861328,47.77399063110352,2389099,2024-01-03,16:30:00,3,2,1,2024
143,2024-01-03 17:30:00,47.76799774169922,47.87900161743164,47.57999801635742,47.62432861328125,2458234,2024-01-03,17:30:00,3,2,1,2024
144,2024-01-03 18:30:00,47.62999725341797,47.72999954223633,47.44499969482422,47.69300079345703,3068400,2024-01-03,18:30:00,3,2,1,2024
145,2024-01-03 19:30:00,47.69499969482422,47.810001373291016,47.53900146484375,47.652000427246094,2466427,2024-01-03,19:30:00,3,2,1,2024
146,2024-01-03 20:30:00,47.64896011352539,47.74700164794922,47.45000076293945,47.56999969482422,2855411,2024-01-03,20:30:00,3,2,1,2024
147,2024-01-04 14:30:00,47.76700210571289,48.064002990722656,47.507999420166016,47.95499801635742,8061891,2024-01-04,14:30:00,4,3,1,2024
148,2024-01-04 15:30:00,47.94702911376953,48.4010009765625,47.94499969482422,48.305660247802734,5778816,2024-01-04,15:30:00,4,3,1,2024
149,2024-01-04 16:30:00,48.303009033203125,48.5,48.21500015258789,48.26900100708008,4061918,2024-01-04,16:30:00,4,3,1,2024
150,2024-01-04 17:30:00,48.268836975097656,48.28900146484375,48.053001403808594,48.27999877929688,2479489,2024-01-04,17:30:00,4,3,1,2024
151,2024-01-04 18:30:00,48.28099822998047,48.39200210571289,48.12300109863281,48.14400100708008,2472828,2024-01-04,18:30:00,4,3,1,2024
152,2024-01-04 19:30:00,48.14400100708008,48.35499954223633,48.0890007019043,48.19586944580078,2671030,2024-01-04,19:30:00,4,3,1,2024
153,2024-01-04 20:30:00,48.18999862670898,48.26000213623047,47.97999954223633,47.99399948120117,2878447,2024-01-04,20:30:00,4,3,1,2024
154,2024-01-05 14:30:00,48.46199798583984,48.96487045288086,48.30600738525391,48.95199966430664,10170620,2024-01-05,14:30:00,5,4,1,2024
155,2024-01-05 15:30:00,48.95100021362305,49.547000885009766,48.907997131347656,49.38750076293945,8336264,2024-01-05,15:30:00,5,4,1,2024
156,2024-01-05 16:30:00,49.38999938964844,49.4379997253418,48.98799896240234,49.04125213623047,5043687,2024-01-05,16:30:00,5,4,1,2024
157,2024-01-05 17:30:00,49.03701019287109,49.24500274658203,48.970008850097656,49.15599822998047,4164076,2024-01-05,17:30:00,5,4,1,2024
158,2024-01-05 18:30:00,49.15132141113281,49.34999847412109,49.14500045776367,49.209938049316406,3000157,2024-01-05,18:30:00,5,4,1,2024
159,2024-01-05 19:30:00,49.20299911499024,49.26198959350586,48.78302001953125,48.868499755859375,4554575,2024-01-05,19:30:00,5,4,1,2024
160,2024-01-05 20:30:00,48.86199951171875,49.10300064086914,48.80500030517578,49.09000015258789,3473997,2024-01-05,20:30:00,5,4,1,2024
161,2024-01-08 14:30:00,49.512001037597656,51.5150032043457,49.479000091552734,51.32600021362305,22741308,2024-01-08,14:30:00,8,0,1,2024
162,2024-01-08 15:30:00,51.32700347900391,51.572998046875,51.0620002746582,51.28200149536133,8335157,2024-01-08,15:30:00,8,0,1,2024
163,2024-01-08 16:30:00,51.28685760498047,51.5469970703125,51.15700149536133,51.18626022338867,6400994,2024-01-08,16:30:00,8,0,1,2024
164,2024-01-08 17:30:00,51.1870002746582,51.53200149536133,51.10300064086914,51.512001037597656,4393512,2024-01-08,17:30:00,8,0,1,2024
165,2024-01-08 18:30:00,51.51300048828125,51.79999923706055,51.43000030517578,51.7400016784668,5907820,2024-01-08,18:30:00,8,0,1,2024
166,2024-01-08 19:30:00,51.74338912963867,51.89799880981445,51.6064682006836,51.8703498840332,6023125,2024-01-08,19:30:00,8,0,1,2024
167,2024-01-08 20:30:00,51.86899948120117,52.275001525878906,51.81599807739258,52.25499725341797,5924981,2024-01-08,20:30:00,8,0,1,2024
168,2024-01-09 14:30:00,52.4010009765625,52.619895935058594,51.69000244140625,52.4736328125,19204795,2024-01-09,14:30:00,9,1,1,2024
169,2024-01-09 15:30:00,52.47899627685547,52.9010009765625,52.07999801635742,52.8599967956543,9961725,2024-01-09,15:30:00,9,1,1,2024
170,2024-01-09 16:30:00,52.85240936279297,53.57899856567383,52.7706298828125,53.42158126831055,10634586,2024-01-09,16:30:00,9,1,1,2024
171,2024-01-09 17:30:00,53.4370002746582,54.071998596191406,53.37000274658203,53.87080001831055,9841087,2024-01-09,17:30:00,9,1,1,2024
172,2024-01-09 18:30:00,53.86699676513672,54.32500076293945,53.72999954223633,53.97499847412109,8988418,2024-01-09,18:30:00,9,1,1,2024
173,2024-01-09 19:30:00,53.97100067138672,54.10100173950195,53.436012268066406,53.5584716796875,8243584,2024-01-09,19:30:00,9,1,1,2024
174,2024-01-09 20:30:00,53.55399703979492,53.65700149536133,53.01816940307617,53.13100051879883,7265096,2024-01-09,20:30:00,9,1,1,2024
175,2024-01-10 14:30:00,53.615997314453125,54.365997314453125,53.4890022277832,54.14899444580078,18112031,2024-01-10,14:30:00,10,2,1,2024
176,2024-01-10 15:30:00,54.150001525878906,54.59999847412109,54.084999084472656,54.31049728393555,9110179,2024-01-10,15:30:00,10,2,1,2024
177,2024-01-10 16:30:00,54.31450271606445,54.37999725341797,53.9849967956543,54.19199752807617,5140692,2024-01-10,16:30:00,10,2,1,2024
178,2024-01-10 17:30:00,54.199989318847656,54.47999954223633,54.1400032043457,54.2130012512207,4551805,2024-01-10,17:30:00,10,2,1,2024
179,2024-01-10 18:30:00,54.21245574951172,54.47999954223633,54.20100021362305,54.21199798583984,3873744,2024-01-10,18:30:00,10,2,1,2024
180,2024-01-10 19:30:00,54.21070098876953,54.3759994506836,54.040000915527344,54.21149826049805,5463821,2024-01-10,19:30:00,10,2,1,2024
181,2024-01-10 20:30:00,54.20800018310547,54.365997314453125,53.95200729370117,54.34999847412109,4504510,2024-01-10,20:30:00,10,2,1,2024
182,2024-01-11 14:30:00,54.999000549316406,55.34600067138672,53.88199996948242,54.51850128173828,17617566,2024-01-11,14:30:00,11,3,1,2024
183,2024-01-11 15:30:00,54.516998291015625,54.64199066162109,53.55999755859375,53.855010986328125,8414594,2024-01-11,15:30:00,11,3,1,2024
184,2024-01-11 16:30:00,53.84999847412109,54.25999069213867,53.60599899291992,54.132598876953125,6339827,2024-01-11,16:30:00,11,3,1,2024
185,2024-01-11 17:30:00,54.126220703125,55.09999847412109,54.126220703125,54.93300247192383,8134249,2024-01-11,17:30:00,11,3,1,2024
186,2024-01-11 18:30:00,54.93199920654297,55.09699249267578,54.71100997924805,54.91899871826172,6505633,2024-01-11,18:30:00,11,3,1,2024
187,2024-01-11 19:30:00,54.91899871826172,55.20000076293945,54.81500244140625,54.87662887573242,6188854,2024-01-11,19:30:00,11,3,1,2024
188,2024-01-11 20:30:00,54.875,54.91804122924805,54.60001373291016,54.82999801635742,4360177,2024-01-11,20:30:00,11,3,1,2024
189,2024-01-12 14:30:00,54.62000274658203,54.970001220703125,54.35499954223633,54.73799896240234,11140181,2024-01-12,14:30:00,12,4,1,2024
190,2024-01-12 15:30:00,54.74500274658203,54.83599090576172,54.330078125,54.69501876831055,6475778,2024-01-12,15:30:00,12,4,1,2024
